,id_odsp,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break
858841,d64iw2u3/,d64iw2u344,44,35,"Penalty missed! Bad penalty by Ledian Memushaj (Pescara) right footed shot is close, but misses to the right. Ledian Memushaj should be disappointed.",1,,2,US Pescara,Lazio,ledian memushaj,,,,9.0,2.0,0,14.0,1.0,0,2.0,0
859081,Gb54Foxj/,Gb54Foxj88,88,91,"Goal!  Atletico de Madrid 5, Sporting de Gijon 0. Fernando Torres (Atletico de Madrid) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Atletico Madrid,Sporting Gijon,fernando torres,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
859239,hhEWOpsS/,hhEWOpsS64,64,76,"Goal!  Lorient 1, Lille 0. Benjamin Moukandjo (Lorient) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Lorient,Lille,benjamin moukandjo,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
859329,hvRHoFEo/,hvRHoFEo76,76,66,"Goal!  Hamburger SV 0, RB Leipzig 1. Emil Forsberg (RB Leipzig) converts the penalty with a right footed shot to the bottom right corner.",1,,2,RB Leipzig,Hamburg SV,emil forsberg,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
859539,IZcBH2Z1/,IZcBH2Z17,7,8,"Penalty missed! Still  Dijon 0, Metz 0. Mevlut Erdinc (Metz) hits the bar with a right footed shot.",1,,2,Metz,Dijon FCO,mevlut erdinc,,,,7.0,4.0,0,14.0,1.0,0,2.0,0
859626,IZcBH2Z1/,IZcBH2Z194,94,80,"Penalty saved! Frederic Sammaritano (Dijon) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",1,,1,Dijon FCO,Metz,frederic sammaritano,,,,4.0,1.0,0,14.0,1.0,0,2.0,0
859651,jNSBqAUD/,jNSBqAUD6,6,8,"Goal!  West Bromwich Albion 1, West Ham United 0. Nacer Chadli (West Bromwich Albion) converts the penalty with a right footed shot to the bottom left corner.",1,,1,West Brom,West Ham,nacer chadli,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
859706,jNSBqAUD/,jNSBqAUD61,61,65,"Goal!  West Bromwich Albion 4, West Ham United 2. Manuel Lanzini (West Ham United) converts the penalty with a right footed shot to the bottom left corner.",1,,2,West Ham,West Brom,manuel lanzini,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
860187,SY88E5id/,SY88E5id66,66,55,"Goal!  Leganes 0, Barcelona 4. Lionel Messi (Barcelona) converts the penalty with a left footed shot to the top right corner.",1,,2,Barcelona,Leganes,lionel messi,,,,13.0,1.0,1,14.0,2.0,0,2.0,0
860248,SzlSYZxB/,SzlSYZxB12,12,10,"Goal!  Las Palmas 1, Malaga 0. Momo (Las Palmas) converts the penalty with a left footed shot to the bottom right corner.",1,,1,Las Palmas,Malaga,momo,,,,4.0,1.0,1,14.0,2.0,0,2.0,0
860431,WUPLpZTi/,WUPLpZTi105,105,88,"Penalty missed! Still  Eintracht Frankfurt 2, Bayer 04 Leverkusen 1. Chicharito (Bayer 04 Leverkusen) hits the left post with a right footed shot.",1,,2,Bayer Leverkusen,Eintracht Frankfurt,chicharito,,,,7.0,4.0,0,14.0,1.0,0,2.0,0
860493,WxngtnC2/,WxngtnC253,53,54,"Goal!  Toulouse 0, Guingamp 1. Jimmy Briand (Guingamp) converts the penalty with a right footed shot to the bottom right corner.",1,,2,Guingamp,Toulouse,jimmy briand,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
860502,WxngtnC2/,WxngtnC262,62,63,"Goal!  Toulouse 1, Guingamp 1. Martin Braithwaite (Toulouse) converts the penalty with a right footed shot to the centre of the goal.",1,,1,Toulouse,Guingamp,martin braithwaite,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
860660,xAHgs0Na/,xAHgs0Na28,28,21,"Goal!  Borussia Monchengladbach 3, SV Werder Bremen 0. Raffael (Borussia Monchengladbach) converts the penalty with a right footed shot to the high centre of the goal.",1,,1,Borussia Monchengladbach,Werder Bremen,raffael,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
861373,AHl7Z6TL/,AHl7Z6TL19,19,16,"Penalty missed! Bad penalty by Alexandre Pato (Villarreal) right footed shot is close, but misses to the left. Alexandre Pato should be disappointed.",1,,1,Villarreal,Real Sociedad,alexandre pato,,,,8.0,2.0,0,14.0,1.0,0,2.0,0
861465,E1FSPQRL/,E1FSPQRL6,6,7,"Penalty saved! Robert Beric (St Etienne) fails to capitalise on this great opportunity,  right footed shot saved  in the centre of the goal.",1,,1,St Etienne,Bastia,robert beric,,,,5.0,1.0,0,14.0,1.0,0,2.0,0
861566,E1FSPQRL/,E1FSPQRL107,107,93,"Goal!  St Etienne 1, Bastia 0. Romain Hamouma (St Etienne) converts the penalty with a right footed shot to the bottom right corner.",1,,1,St Etienne,Bastia,romain hamouma,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
861718,IF5mvrQd/,IF5mvrQd55,55,58,"Goal!  Sassuolo 1, Genoa 0. Matteo Politano (Sassuolo) converts the penalty with a left footed shot to the top left corner.",1,,1,Sassuolo,Genoa,matteo politano,,,,12.0,1.0,1,14.0,2.0,0,2.0,0
862107,lIlTKQiD/,lIlTKQiD115,115,95,"Goal!  Watford 3, Manchester United 1. Troy Deeney (Watford) converts the penalty with a right footed shot to the top right corner.",1,,1,Watford,Manchester Utd,troy deeney,,,,13.0,1.0,1,14.0,1.0,0,2.0,0
862356,Oz52JO4k/,Oz52JO4k64,64,67,"Goal!  Montpellier 1, Nice 0. Ryad Boudebouz (Montpellier) converts the penalty with a left footed shot to the bottom right corner.",1,,1,Montpellier,Nice,ryad boudebouz,,,,4.0,1.0,1,14.0,2.0,0,2.0,0
862554,rubZUwmq/,rubZUwmq38,38,35,"Penalty saved! Alberto Paloschi (Atalanta) fails to capitalise on this great opportunity,  right footed shot saved  in the centre of the goal.",1,,2,Atalanta,Cagliari,alberto paloschi,,,,5.0,1.0,0,14.0,1.0,0,2.0,0
863016,4lVx6iF6/,4lVx6iF683,83,74,"Goal!  Milan 2, Lazio 0. M'Baye Niang (Milan) converts the penalty with a right footed shot to the bottom left corner.",1,,1,AC Milan,Lazio,mbaye niang,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
863425,K2KtXsZl/,K2KtXsZl19,19,27,"Goal!  Paris Saint Germain 2, Dijon 0. Edinson Cavani (Paris Saint Germain) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Paris Saint-Germain,Dijon FCO,edinson cavani,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
863985,0IwAx4BR/,0IwAx4BR93,93,84,"Penalty saved! Alassane Plea (Nice) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",1,,1,Nice,AS Monaco,alassane plea,,,,4.0,1.0,0,14.0,1.0,0,2.0,0
864586,ChygCSyt/,ChygCSyt62,62,60,"Penalty saved! Raffaele Palladino (Crotone) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",1,,2,Crotone,AS Roma,raffaele palladino,,,,4.0,1.0,0,14.0,1.0,0,2.0,0
864863,f9AouVcT/,f9AouVcT67,67,72,"Penalty missed! Bad penalty by Charles Aranguiz (Bayer 04 Leverkusen) right footed shot is close, but misses to the right. Charles Aranguiz should be disappointed.",1,,1,Bayer Leverkusen,FC Augsburg,charles aranguiz,,,,9.0,2.0,0,14.0,1.0,0,2.0,0
865196,jqzcBnin/,jqzcBnin49,49,52,"Goal!  Udinese 2, Fiorentina 2. Federico Bernardeschi (Fiorentina) converts the penalty with a left footed shot to the bottom left corner.",1,,2,Fiorentina,Udinese,federico bernardeschi,,,,3.0,1.0,1,14.0,2.0,0,2.0,0
865516,nTEvhqBE/,nTEvhqBE51,51,63,"Goal!  Guingamp 1, Lorient 0. Jimmy Briand (Guingamp) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Guingamp,Lorient,jimmy briand,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
865799,rPLXkSD2/,rPLXkSD216,16,22,"Goal!  Real Sociedad 2, Las Palmas 0. Carlos Vela (Real Sociedad) converts the penalty with a left footed shot to the centre of the goal.",1,,1,Real Sociedad,Las Palmas,carlos vela,,,,5.0,1.0,1,14.0,2.0,0,2.0,0
865819,rPLXkSD2/,rPLXkSD236,36,53,"Goal!  Real Sociedad 4, Las Palmas 0. Willian Jose (Real Sociedad) converts the penalty with a right footed shot to the top right corner.",1,,1,Real Sociedad,Las Palmas,willian jose,,,,13.0,1.0,1,14.0,1.0,0,2.0,0
865919,tjEri3QK/,tjEri3QK68,68,76,"Goal!  Metz 0, Bordeaux 3. Isaac Thelin (Bordeaux) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Bordeaux,Metz,isaac thelin,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
865972,tKskRry2/,tKskRry236,36,45,"Goal!  Real Madrid 0, Villarreal 1. Bruno (Villarreal) converts the penalty with a left footed shot to the centre of the goal.",1,,2,Villarreal,Real Madrid,bruno,,,,5.0,1.0,1,14.0,2.0,0,2.0,0
866104,U1VwUpiq/,U1VwUpiq70,70,80,"Goal!  Celta de Vigo 1, Sporting de Gijon 1. Duje Cop (Sporting de Gijon) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Sporting Gijon,Celta Vigo,duje cop,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
866117,U1VwUpiq/,U1VwUpiq83,83,87,"Goal!  Celta de Vigo 2, Sporting de Gijon 1. Iago Aspas (Celta de Vigo) converts the penalty with a left footed shot to the bottom left corner.",1,,1,Celta Vigo,Sporting Gijon,iago aspas,,,,3.0,1.0,1,14.0,2.0,0,2.0,0
866172,WKWiUuJ7/,WKWiUuJ748,48,44,"Goal!  Rennes 1, Marseille 1. Bafetimbi Gomis (Marseille) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Marseille,Stade Rennes,bafetimbi gomis,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
866222,WKWiUuJ7/,WKWiUuJ798,98,86,"Goal!  Rennes 2, Marseille 2. Kamil Grosicki (Rennes) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Stade Rennes,Marseille,kamil grosicki,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
866373,xvVyYNJr/,xvVyYNJr37,37,36,"Goal!  Lyon 1, Montpellier 1. Nabil Fekir (Lyon) converts the penalty with a left footed shot to the bottom right corner.",1,,1,Lyon,Montpellier,nabil fekir,,,,4.0,1.0,1,14.0,2.0,0,2.0,0
866447,YPAzgPe8/,YPAzgPe816,16,17,"Penalty saved! Emiliano Sala (Nantes) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",1,,1,Nantes,St Etienne,emiliano sala,,,,4.0,1.0,0,14.0,1.0,0,2.0,0
866631,2TroSOLe/,2TroSOLe90,90,88,"Goal!  Valencia 2, Alaves 1. Daniel Parejo (Valencia) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Valencia,Alaves,daniel parejo,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
867169,YqwM4MfK/,YqwM4MfK46,46,48,"Goal!  Toulouse 1, Paris Saint Germain 0. Yann Bodiger (Toulouse) converts the penalty with a left footed shot to the bottom right corner.",1,,1,Toulouse,Paris Saint-Germain,yann bodiger,,,,4.0,1.0,1,14.0,2.0,0,2.0,0
867438,6mv4cCDc/,6mv4cCDc14,14,19,"Goal!  Eintracht Frankfurt 0, Hertha Berlin 1. Vedad Ibisevic (Hertha Berlin) converts the penalty with a right footed shot to the bottom right corner.",1,,2,Hertha Berlin,Eintracht Frankfurt,vedad ibisevic,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
868422,pOdRruY0/,pOdRruY049,49,45,"Goal!  Montpellier 0, Metz 1. Mevlut Erdinc (Metz) converts the penalty with a right footed shot to the high centre of the goal.",1,,2,Metz,Montpellier,mevlut erdinc,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
868507,rL7jxSMm/,rL7jxSMm22,22,30,"Goal!  Liverpool 2, Hull City 0. James Milner (Liverpool) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Liverpool,Hull,james milner,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
868553,rL7jxSMm/,rL7jxSMm68,68,71,"Goal!  Liverpool 5, Hull City 1. James Milner (Liverpool) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Liverpool,Hull,james milner,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
868601,rqlJ1PCE/,rqlJ1PCE26,26,25,Penalty missed! Bad penalty by Pedro Leon (Eibar) right footed shot is too high. Pedro Leon should be disappointed.,1,,1,Eibar,Real Sociedad,pedro leon,,,,10.0,2.0,0,14.0,1.0,0,2.0,0
868949,UibQl56g/,UibQl56g71,71,65,"Goal!  Swansea City 1, Manchester City 2. Sergio Aguero (Manchester City) converts the penalty with a right footed shot to the high centre of the goal.",1,,2,Manchester City,Swansea,sergio aguero,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
869240,vBsSa3sR/,vBsSa3sR74,74,90,"Goal!  Athletic Club 3, Sevilla 1. Aduriz (Athletic Club) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Athletic Bilbao,Sevilla,aduriz,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
869901,dpyYLFSI/,dpyYLFSI66,66,52,"Goal!  Torino 2, Roma 0. Iago Falque (Torino) converts the penalty with a left footed shot to the bottom right corner.",1,,1,Torino,AS Roma,iago falque,,,,4.0,1.0,1,14.0,2.0,0,2.0,0
869904,dpyYLFSI/,dpyYLFSI69,69,55,"Goal!  Torino 2, Roma 1. Francesco Totti (Roma) converts the penalty with a right footed shot to the top left corner.",1,,2,AS Roma,Torino,francesco totti,,,,12.0,1.0,1,14.0,1.0,0,2.0,0
870619,p0UFpa5J/,p0UFpa5J31,31,23,"Penalty missed! Still  Fiorentina 0, Milan 0. Josip Ilicic (Fiorentina) hits the right post with a left footed shot.",1,,2,AC Milan,Fiorentina,josip ilicic,,,,7.0,4.0,0,14.0,2.0,0,2.0,0
870707,rm4KtOzk/,rm4KtOzk22,22,24,"Goal!  Villarreal 2, Osasuna 0. Bruno (Villarreal) converts the penalty with a left footed shot to the bottom left corner.",1,,1,Villarreal,Osasuna,bruno,,,,3.0,1.0,1,14.0,2.0,0,2.0,0
870724,rm4KtOzk/,rm4KtOzk39,39,45,"Goal!  Villarreal 3, Osasuna 1. Roberto Torres (Osasuna) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Osasuna,Villarreal,roberto torres,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
870846,SnnWsam7/,SnnWsam769,69,53,"Goal!  Marseille 2, Nantes 1. Bafetimbi Gomis (Marseille) converts the penalty with a right footed shot to the high centre of the goal.",1,,1,Marseille,Nantes,bafetimbi gomis,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
871144,xncTv251/,xncTv25161,61,62,"Penalty saved! Alexander Szymanowski (Leganes) fails to capitalise on this great opportunity,  left footed shot saved  in the bottom left corner.",1,,1,Leganes,Valencia,alexander szymanowski,,,,3.0,1.0,0,14.0,2.0,0,2.0,0
871912,hAyAgdnJ/,hAyAgdnJ49,49,66,"Penalty saved! Kamil Grosicki (Rennes) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",1,,1,Stade Rennes,Guingamp,kamil grosicki,,,,3.0,1.0,0,14.0,1.0,0,2.0,0
872340,0EsQaX8h/,0EsQaX8h71,71,68,"Goal!  Metz 0, Monaco 4. Fabinho (Monaco) converts the penalty with a right footed shot to the bottom right corner.",1,,2,AS Monaco,Metz,fabinho,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
873176,EX5g8TRF/,EX5g8TRF84,84,70,"Goal!  Hertha Berlin 2, Hamburger SV 0. Vedad Ibisevic (Hertha Berlin) converts the penalty with a right footed shot to the bottom right corner.",1,,1,Hertha Berlin,Hamburg SV,vedad ibisevic,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
873217,Ghpeg1Kf/,Ghpeg1Kf9,9,7,"Goal!  Osasuna 1, Las Palmas 0. Roberto Torres (Osasuna) converts the penalty with a right footed shot to the centre of the goal.",1,,1,Osasuna,Las Palmas,roberto torres,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
873608,hUJha0Is/,hUJha0Is82,82,75,"Goal!  Lille 1, Nancy 0. Eder (Lille) converts the penalty with a right footed shot to the top right corner.",1,,1,Lille,AS Nancy Lorraine,eder,,,,13.0,1.0,1,14.0,1.0,0,2.0,0
874255,r7Ac7msM/,r7Ac7msM151,151,95,"Goal!  FC Ingolstadt 04 1, 1899 Hoffenheim 2. Lukas Hinterseer (FC Ingolstadt 04) converts the penalty with a right footed shot to the bottom right corner.",1,,1,FC Ingolstadt 04,TSG Hoffenheim,lukas hinterseer,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
874272,SvnU1R4q/,SvnU1R4q17,17,19,"Goal!  SV Darmstadt 98 1, SV Werder Bremen 0. Antonio-Mirko Colak (SV Darmstadt 98) converts the penalty with a right footed shot to the bottom right corner.",1,,1,SV Darmstadt 98,Werder Bremen,antoniomirko colak,,,,4.0,1.0,1,14.0,1.0,0,2.0,0
874464,th3kd2W9/,th3kd2W985,85,84,"Goal!  Swansea City 1, Liverpool 2. James Milner (Liverpool) converts the penalty with a right footed shot to the high centre of the goal.",1,,2,Liverpool,Swansea,james milner,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
874531,WvwM0Dgn/,WvwM0Dgn62,62,64,"Goal!  Caen 1, Toulouse 0. Ivan Santini (Caen) converts the penalty with a right footed shot to the high centre of the goal.",1,,1,Caen,Toulouse,ivan santini,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
874819,4EQkFrsE/,4EQkFrsE72,72,64,"Goal!  Celta de Vigo 3, Barcelona 2. Neymar (Barcelona) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Barcelona,Celta Vigo,neymar,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
875505,jq0LofdT/,jq0LofdT80,80,65,"Penalty saved! Erik Lamela (Tottenham Hotspur) fails to capitalise on this great opportunity,  left footed shot saved  in the bottom right corner.",1,,1,Tottenham,Manchester City,erik lamela,,,,4.0,1.0,0,14.0,2.0,0,2.0,0
876073,rHmwlYBB/,rHmwlYBB56,56,69,"Goal!  Milan 2, Sassuolo 3. Carlos Bacca (Milan) converts the penalty with a right footed shot to the centre of the goal.",1,,1,AC Milan,Sassuolo,carlos bacca,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
876262,trEtBVsc/,trEtBVsc46,46,52,"Goal!  FC Schalke 04 1, Borussia Monchengladbach 0. Eric Maxim Choupo-Moting (FC Schalke 04) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Schalke 04,Borussia Monchengladbach,eric maxim choupomoting,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
876793,zsTcfs5l/,zsTcfs5l35,35,44,"Penalty saved! Antoine Griezmann (Atletico de Madrid) fails to capitalise on this great opportunity,  left footed shot saved  in the bottom left corner.",1,,2,Atletico Madrid,Valencia,antoine griezmann,,,,3.0,1.0,0,14.0,2.0,0,2.0,0
876827,zsTcfs5l/,zsTcfs5l69,69,69,"Penalty saved! Gabi (Atletico de Madrid) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",1,,2,Atletico Madrid,Valencia,gabi,,,,4.0,1.0,0,14.0,1.0,0,2.0,0
876951,EeltaPl2/,EeltaPl296,96,77,"Penalty saved! Pierre-Emerick Aubameyang (Borussia Dortmund) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",1,,1,Borussia Dortmund,Hertha Berlin,pierreemerick aubameyang,,,,4.0,1.0,0,14.0,1.0,0,2.0,0
877072,hSnpe9NN/,hSnpe9NN105,105,81,"Penalty saved! Mario Balotelli (Nice) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",1,,1,Nice,Lyon,mario balotelli,,,,3.0,1.0,0,14.0,1.0,0,2.0,0
877405,04dTK6BL/,04dTK6BL107,107,81,"Goal!  1899 Hoffenheim 2, Sport-Club Freiburg 1. Andrej Kramaric (1899 Hoffenheim) converts the penalty with a right footed shot to the centre of the goal.",1,,1,TSG Hoffenheim,SC Freiburg,andrej kramaric,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
877554,8bLa5Ztn/,8bLa5Ztn51,51,51,"Goal!  Juventus 2, Udinese 1. Paulo Dybala (Juventus) converts the penalty with a left footed shot to the bottom right corner.",1,,1,Juventus,Udinese,paulo dybala,,,,4.0,1.0,1,14.0,2.0,0,2.0,0
878193,hCMj1ZeG/,hCMj1ZeG35,35,43,"Penalty saved! Kevin De Bruyne (Manchester City) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",1,,1,Manchester City,Everton,kevin de bruyne,,,,4.0,1.0,0,14.0,1.0,0,2.0,0
878216,hCMj1ZeG/,hCMj1ZeG61,61,70,"Penalty saved! Sergio Aguero (Manchester City) fails to capitalise on this great opportunity,  right footed shot saved  in the top right corner.",1,,1,Manchester City,Everton,sergio aguero,,,,13.0,1.0,0,14.0,1.0,0,2.0,0
878301,hUFSbkQT/,hUFSbkQT65,65,50,"Penalty saved! Gianluca Caprari (Pescara) fails to capitalise on this great opportunity,  right footed shot saved  in the centre of the goal.",1,,1,US Pescara,Sampdoria,gianluca caprari,,,,5.0,1.0,0,14.0,1.0,0,2.0,0
878386,hvgLMSt9/,hvgLMSt944,44,39,"Goal!  1. FC Koln 2, FC Ingolstadt 04 0. Anthony Modeste (1. FC Koln) converts the penalty with a right footed shot to the bottom left corner.",1,,1,FC Cologne,FC Ingolstadt 04,anthony modeste,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
878486,hvgLMSt9/,hvgLMSt9150,150,90,"Goal!  1. FC Koln 2, FC Ingolstadt 04 1. Lukas Hinterseer (FC Ingolstadt 04) converts the penalty with a right footed shot to the centre of the goal.",1,,2,FC Ingolstadt 04,FC Cologne,lukas hinterseer,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
878631,KbOr3eR3/,KbOr3eR339,39,45,Penalty missed! Bad penalty by Christian Benteke (Crystal Palace) right footed shot is high and wide to the right. Christian Benteke should be disappointed.,1,,1,Crystal Palace,West Ham,christian benteke,,,,6.0,2.0,0,14.0,1.0,0,2.0,0
879131,OWUZ4Hdi/,OWUZ4Hdi56,56,45,"Goal!  Bournemouth 3, Hull City 1. Junior Stanislas (Bournemouth) converts the penalty with a right footed shot to the high centre of the goal.",1,,1,Bournemouth,Hull,junior stanislas,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
879396,rToYJQQR/,rToYJQQR25,25,26,"Penalty saved! Andre Hahn (Borussia Monchengladbach) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",1,,1,Borussia Monchengladbach,Hamburg SV,andre hahn,,,,3.0,1.0,0,14.0,1.0,0,2.0,0
879433,rToYJQQR/,rToYJQQR67,67,61,"Penalty missed! Still  Borussia Monchengladbach 0, Hamburger SV 0. Lars Stindl (Borussia Monchengladbach) hits the bar with a right footed shot.",1,,2,Hamburg SV,Borussia Monchengladbach,lars stindl,,,,7.0,4.0,0,14.0,1.0,0,2.0,0
880433,h2y8DO3e/,h2y8DO3e62,62,45,"Penalty saved! Antonio-Mirko Colak (SV Darmstadt 98) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",1,,2,SV Darmstadt 98,Mainz,antoniomirko colak,,,,4.0,1.0,0,14.0,1.0,0,2.0,0
880438,h2y8DO3e/,h2y8DO3e70,70,56,"Goal!  1. FSV Mainz 05 2, SV Darmstadt 98 0. Yunus Malli (1. FSV Mainz 05) converts the penalty with a right footed shot to the centre of the goal.",1,,1,Mainz,SV Darmstadt 98,yunus malli,,,,5.0,1.0,1,14.0,1.0,0,2.0,0
880501,h2y8DO3e/,h2y8DO3e133,133,92,"Goal!  1. FSV Mainz 05 2, SV Darmstadt 98 1. Jerome Gondorf (SV Darmstadt 98) converts the penalty with a right footed shot to the bottom left corner.",1,,2,SV Darmstadt 98,Mainz,jerome gondorf,,,,3.0,1.0,1,14.0,1.0,0,2.0,0
880719,MTVYcBw5/,MTVYcBw5100,100,95,"Goal!  St Etienne 1, Dijon 1. Nolan Roux (St Etienne) converts the penalty with a right footed shot to the top right corner.",1,,1,St Etienne,Dijon FCO,nolan roux,,,,13.0,1.0,1,14.0,1.0,0,2.0,0
